UNIDADE;ANO;SEMESTRE;CURSO;PERIODO;TURMA;DATA INICIO;DATA TERMINO;DISCIPLINA;TURNO;DIA SEMANA;HORÁRIO;SALA;PROFESSOR
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;1º Semestre;RD1N26/1  ;02/03/2026;18/07/2026;Fundamentos de Redes de Computadores;NOITE - N;QUARTA-FEIRA;19:00 - 22:00;602;MARCELO PEREIRA DAS NEVES
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;1º Semestre;RD1N26/1  ;02/03/2026;18/07/2026;Introdução à Cibersegurança;NOITE - N;TERÇA-FEIRA;19:00 - 22:00;ONLINE;ALEX SANDRE PINHEIRO SEVERO
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;1º Semestre;RD1N26/1A ;02/03/2026;18/07/2026;Fundamentos de Redes de Computadores;NOITE - N;QUARTA-FEIRA;19:00 - 22:00;702;JULIO CARNEVALE DE ALMEIDA
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;1º Semestre;RD1N26/1A ;02/03/2026;18/07/2026;Introdução à Cibersegurança;NOITE - N;SEGUNDA-FEIRA;19:00 - 22:00;ONLINE;ALEX SANDRE PINHEIRO SEVERO
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;2º Semestre;RD2N26/1  ;02/03/2026;18/07/2026;Arquitetura de Redes e Switching;NOITE - N;SEGUNDA-FEIRA;19:00 - 22:00;ONLINE;MARCELO PEREIRA DAS NEVES
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;2º Semestre;RD2N26/1  ;02/03/2026;18/07/2026;Comunicação de Dados;NOITE - N;SEXTA-FEIRA;19:00 - 22:00;604;MARCIO JOEL BARTH
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;2º Semestre;RD2N26/1  ;02/03/2026;18/07/2026;Sistemas Operacionais de Redes - Linux;NOITE - N;TERÇA-FEIRA;19:00 - 22:00;309;MARCELO PEREIRA DAS NEVES
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;3º Semestre;RD3M26/1  ;02/03/2026;18/07/2026;Fundamentos de DevOps;MANHÃ - M;TERÇA-FEIRA;09:00 - 12:00;ONLINE;RAFAEL GASTAO COIMBRA FERREIRA
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;3º Semestre;RD3N26/1  ;02/03/2026;18/07/2026;Automação e Programabilidade em Redes;NOITE - N;QUINTA-FEIRA;19:00 - 22:00;701;ROBERTO DOS SANTOS OLIVEIRA
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;3º Semestre;RD3N26/1  ;02/03/2026;18/07/2026;Fundamentos de DevOps;NOITE - N;TERÇA-FEIRA;19:00 - 22:00;ONLINE;ERIK ROSA FILIPPINI
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;3º Semestre;RD3N26/1  ;02/03/2026;18/07/2026;Projeto de Infraestrutura;NOITE - N;QUARTA-FEIRA;19:00 - 22:00;312;MARCIO JOEL BARTH
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;3º Semestre;RD3N26/1  ;02/03/2026;18/07/2026;Protocolos de Roteamento;NOITE - N;SEGUNDA-FEIRA;19:00 - 22:00;312;JULIO CARNEVALE DE ALMEIDA
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;3º Semestre;RD3N26/1  ;02/03/2026;18/07/2026;Sistemas Operacionais de Redes - Windows;NOITE - N;SEXTA-FEIRA;19:00 - 22:00;704;MARCELO PEREIRA DAS NEVES
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;4º Semestre;RD4M26/1  ;02/03/2026;18/07/2026;Fundamentos de Computação em Nuvem;MANHÃ - M;SEGUNDA-FEIRA;09:00 - 12:00;312;RAFAEL GASTAO COIMBRA FERREIRA
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;4º Semestre;RD4N26/1  ;02/03/2026;18/07/2026;Fundamentos de Computação em Nuvem;NOITE - N;QUARTA-FEIRA;19:00 - 22:00;504;ERIK ROSA FILIPPINI
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;4º Semestre;RD4N26/1  ;02/03/2026;18/07/2026;Proteção de Perímetro;NOITE - N;QUINTA-FEIRA;19:00 - 22:00;502;RICARDO BECKER
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;4º Semestre;RD4N26/1  ;02/03/2026;18/07/2026;Qualidade de Serviço em Redes;NOITE - N;SEXTA-FEIRA;19:00 - 22:00;602;RICARDO BECKER
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;4º Semestre;RD4N26/1  ;02/03/2026;18/07/2026;Redes sem Fio;NOITE - N;TERÇA-FEIRA;19:00 - 22:00;312;MARCIO JOEL BARTH
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;4º Semestre;RD4N26/1  ;02/03/2026;18/07/2026;Roteamento Avançado;NOITE - N;SEGUNDA-FEIRA;19:00 - 22:00;704;MARCIO POHLMANN
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;5º Semestre;RD5M26/1S ;02/03/2026;18/07/2026;Projeto Integrador I;MANHÃ - M;SÁBADO;09:00 - 12:00;ONLINE;MARCIO POHLMANN
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;5º Semestre;RD5N26/1  ;02/03/2026;18/07/2026;Análise de Tráfego de Redes;NOITE - N;TERÇA-FEIRA;19:00 - 22:00;ONLINE;MARCIO POHLMANN
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;5º Semestre;RD5N26/1  ;02/03/2026;18/07/2026;Arquiteturas de Computação em Nuvem;NOITE - N;SEGUNDA-FEIRA;19:00 - 22:00;601;ERIK ROSA FILIPPINI
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;6º Semestre;RD6M26/1S ;02/03/2026;18/07/2026;Projeto Integrador II;MANHÃ - M;SÁBADO;09:00 - 12:00;ONLINE;MARCIO POHLMANN
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;6º Semestre;RD6N26/1  ;02/03/2026;18/07/2026;Gestão de Riscos e Compliance;NOITE - N;SEXTA-FEIRA;19:00 - 22:00;312;ALEX SANDRE PINHEIRO SEVERO
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;6º Semestre;RD6N26/1  ;02/03/2026;18/07/2026;Monitoramento, Gerenciamento e Telemetria;NOITE - N;QUARTA-FEIRA;19:00 - 22:00;102;MARCIO POHLMANN
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA CIBERNÉTICA;1º Semestre;SEG1M26/1 ;02/03/2026;18/07/2026;Introdução à Cibersegurança;MANHÃ - M;SEGUNDA-FEIRA;09:00 - 12:00;ONLINE;ALEX SANDRE PINHEIRO SEVERO
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA CIBERNÉTICA;4º Semestre;SEG4N26/1 ;02/03/2026;18/07/2026;Segurança Ofensiva;NOITE - N;SEGUNDA-FEIRA;19:00 - 22:00;502;RICARDO BECKER
CENTRO UNIVERSITÁRIO SENAC-RS;2026;1;CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET;6º Semestre;SPI6N26/1 ;02/03/2026;18/07/2026;Métricas e Marketing Digital;NOITE - N;QUARTA-FEIRA;19:00 - 22:00;ONLINE;ROBERTO DOS SANTOS OLIVEIRA
